Name,Team,Age,PA,OBP,SLG,OPS,wOBA,ISO,BB%,K%,HR,RBI,SB,Def,WAR,All_Star,Year
Chris Coghlan,FLA,25,400,0.335,0.383,0.718,0.32,0.115,0.083,0.21,5,28,10,-5.8,0.9,0,2010
Asdrubal Cabrera,CLE,24,425,0.326,0.346,0.673,0.303,0.071,0.059000000000000004,0.141,3,29,6,-1.4,0.9,0,2010
Ivan Rodriguez,WSN,38,421,0.294,0.347,0.64,0.282,0.08,0.038,0.157,4,49,2,21.2,0.9,0,2010
Jason Michaels,HOU,34,203,0.31,0.468,0.778,0.337,0.215,0.059000000000000004,0.14300000000000002,8,26,0,0.4,0.8,0,2010
Darnell McDonald,BOS,31,363,0.336,0.429,0.766,0.338,0.16,0.083,0.23399999999999999,9,34,9,-4.7,0.8,0,2010
Ryan Sweeney,OAK,25,331,0.342,0.383,0.725,0.321,0.089,0.073,0.124,1,36,1,-4.3,0.8,0,2010
James Loney,LAD,26,648,0.329,0.395,0.723,0.316,0.128,0.08,0.147,10,88,10,-11.7,0.8,0,2010
Ian Desmond,WSN,24,574,0.308,0.392,0.7,0.306,0.124,0.049,0.19,10,65,17,-2.4,0.8,0,2010
Gordon Beckham,CHW,23,498,0.317,0.378,0.695,0.31,0.126,0.07400000000000001,0.185,9,49,4,0.1,0.8,0,2010
Miguel Tejada,- - -,36,681,0.312,0.381,0.692,0.306,0.112,0.044000000000000004,0.098,15,71,2,-1.7,0.8,0,2010
Alberto Callaspo,- - -,27,601,0.302,0.374,0.675,0.297,0.109,0.052000000000000005,0.07,10,56,5,5.4,0.8,0,2010
Ronny Cedeno,PIT,27,502,0.293,0.382,0.675,0.295,0.126,0.046,0.21100000000000002,8,38,12,2.8,0.8,0,2010
Marcus Thames,NYY,33,237,0.35,0.491,0.841,0.367,0.203,0.08,0.257,12,33,0,-10.5,0.7,0,2010
Adam LaRoche,ARI,30,615,0.32,0.468,0.788,0.341,0.207,0.078,0.28,25,100,0,-7.0,0.7,0,2010
Ian Stewart,COL,25,441,0.338,0.443,0.781,0.337,0.187,0.102,0.249,18,61,5,-1.8,0.7,0,2010
Carlos Beltran,NYM,33,255,0.341,0.427,0.768,0.332,0.173,0.11800000000000001,0.153,7,27,3,-1.7,0.7,0,2010
Miguel Cairo,CIN,36,226,0.353,0.41,0.763,0.339,0.12,0.075,0.133,4,28,4,-2.6,0.7,0,2010
Brennan Boesch,DET,25,512,0.32,0.416,0.736,0.322,0.159,0.078,0.193,14,67,7,-10.1,0.7,0,2010
Blake DeWitt,- - -,24,496,0.336,0.373,0.709,0.312,0.111,0.095,0.17300000000000001,5,52,3,-3.8,0.7,0,2010
Gerardo Parra,ARI,23,393,0.308,0.371,0.679,0.291,0.11,0.059000000000000004,0.193,3,30,1,9.5,0.7,0,2010
Nate Schierholtz,SFG,26,252,0.311,0.366,0.676,0.295,0.123,0.079,0.151,3,17,4,3.1,0.7,0,2010
Orlando Cabrera,CIN,35,537,0.303,0.354,0.657,0.292,0.091,0.052000000000000005,0.099,4,42,11,7.2,0.7,0,2010
Nyjer Morgan,WSN,29,577,0.319,0.314,0.633,0.288,0.061,0.069,0.153,0,24,34,2.4,0.7,0,2010
Eric Hinske,ATL,32,320,0.338,0.456,0.793,0.342,0.199,0.10300000000000001,0.23399999999999999,11,51,0,-7.2,0.6,0,2010
Rick Ankiel,- - -,30,240,0.321,0.389,0.709,0.314,0.156,0.10800000000000001,0.29600000000000004,6,24,3,1.5,0.6,0,2010
Michael Saunders,SEA,23,327,0.295,0.367,0.662,0.297,0.156,0.107,0.257,10,33,6,-2.8,0.6,0,2010
Lastings Milledge,PIT,25,412,0.332,0.38,0.712,0.316,0.103,0.068,0.15,4,34,5,-3.3,0.5,0,2010
Yuniesky Betancourt,KCR,28,588,0.288,0.405,0.692,0.302,0.146,0.039,0.109,16,78,2,-4.6,0.5,0,2010
Jason Donald,CLE,25,325,0.312,0.378,0.69,0.305,0.125,0.068,0.215,4,24,5,-6.4,0.5,0,2010
Wilson Valdez,PHI,32,363,0.306,0.36,0.667,0.29,0.102,0.057999999999999996,0.11800000000000001,4,35,7,5.0,0.5,0,2010
Bill Hall,BOS,30,382,0.316,0.456,0.772,0.338,0.209,0.08900000000000001,0.272,18,46,9,-11.1,0.4,0,2010
Fred Lewis,TOR,29,480,0.332,0.414,0.745,0.329,0.152,0.079,0.217,8,36,17,-13.1,0.4,0,2010
Scott Podsednik,- - -,34,595,0.342,0.382,0.724,0.322,0.085,0.067,0.139,6,51,35,-17.9,0.4,0,2010
Juan Rivera,LAA,31,455,0.312,0.409,0.721,0.316,0.156,0.073,0.127,15,52,2,-9.0,0.4,0,2010
Felix Pie,BAL,25,308,0.305,0.413,0.718,0.314,0.139,0.042,0.16899999999999998,5,31,5,-3.7,0.4,0,2010
Mitch Maier,KCR,28,421,0.333,0.375,0.709,0.315,0.113,0.09699999999999999,0.162,5,39,3,-5.7,0.4,0,2010
Jonathan Herrera,COL,25,257,0.352,0.342,0.694,0.314,0.059,0.09699999999999999,0.14,1,21,2,2.6,0.4,0,2010
Cameron Maybin,FLA,23,322,0.302,0.361,0.663,0.296,0.127,0.075,0.28600000000000003,8,28,9,-2.1,0.4,0,2010
Carlos Gomez,MIL,24,318,0.298,0.357,0.655,0.292,0.11,0.053,0.226,5,24,18,3.5,0.4,0,2010
Craig Counsell,MIL,39,230,0.322,0.319,0.64,0.293,0.069,0.091,0.126,2,21,1,3.9,0.4,0,2010
Alcides Escobar,MIL,23,552,0.288,0.326,0.614,0.27,0.091,0.065,0.127,4,41,10,8.6,0.4,0,2010
Jose Lopez,SEA,26,622,0.27,0.339,0.609,0.27,0.099,0.037000000000000005,0.106,10,58,3,9.9,0.4,0,2010
Luis Castillo,NYM,34,299,0.337,0.267,0.604,0.284,0.032,0.13,0.084,0,17,8,3.8,0.4,0,2010
Humberto Quintero,HOU,30,276,0.262,0.317,0.579,0.255,0.083,0.028999999999999998,0.214,4,20,0,13.1,0.4,0,2010
Matt Diaz,ATL,32,244,0.302,0.438,0.739,0.318,0.188,0.053,0.18,7,31,3,-2.8,0.3,0,2010
Jeff Francoeur,- - -,26,503,0.3,0.383,0.683,0.295,0.134,0.06,0.161,13,65,8,-2.1,0.3,0,2010
Jayson Nix,- - -,27,363,0.281,0.396,0.676,0.296,0.172,0.055,0.24,14,34,1,-2.8,0.3,0,2010
Conor Jackson,- - -,28,241,0.336,0.327,0.663,0.3,0.091,0.129,0.11199999999999999,2,16,6,-1.0,0.3,0,2010
Reed Johnson,LAD,33,215,0.291,0.366,0.657,0.29,0.104,0.023,0.233,2,15,2,3.4,0.3,0,2010
Alex Avila,DET,23,333,0.316,0.34,0.656,0.299,0.112,0.10800000000000001,0.213,7,31,2,2.2,0.3,0,2010
Adam Kennedy,WSN,34,389,0.327,0.327,0.655,0.298,0.079,0.095,0.113,3,31,14,1.7,0.3,0,2010
Melvin Mora,COL,38,354,0.358,0.421,0.779,0.345,0.136,0.08800000000000001,0.15,7,45,2,-8.9,0.2,0,2010
Brad Hawpe,- - -,31,346,0.338,0.419,0.758,0.331,0.174,0.121,0.24600000000000002,9,44,2,-7.1,0.2,0,2010
Carlos Guillen,DET,34,275,0.327,0.419,0.746,0.327,0.146,0.076,0.149,6,34,1,-3.8,0.2,0,2010
Rod Barajas,- - -,34,339,0.284,0.447,0.731,0.311,0.208,0.038,0.159,17,47,0,-2.7,0.2,0,2010
Roger Bernadina,WSN,26,461,0.307,0.384,0.691,0.305,0.138,0.076,0.20199999999999999,11,47,16,-8.5,0.2,0,2010
Ronny Paulino,FLA,29,344,0.311,0.354,0.665,0.293,0.095,0.073,0.14800000000000002,4,37,1,2.5,0.2,0,2010
Clint Barmes,COL,31,432,0.305,0.351,0.656,0.286,0.116,0.081,0.153,8,50,3,6.5,0.2,0,2010
Jose Guillen,- - -,34,577,0.314,0.416,0.73,0.322,0.158,0.055,0.196,19,77,1,-8.3,0.1,0,2010
Kila Ka'aihue,KCR,26,206,0.307,0.394,0.702,0.309,0.178,0.11699999999999999,0.18899999999999997,8,25,0,-2.1,0.1,0,2010
Milton Bradley,SEA,32,278,0.292,0.348,0.641,0.286,0.143,0.10099999999999999,0.27,8,29,8,-4.7,0.1,0,2010
Matt Kemp,LAD,25,668,0.31,0.45,0.76,0.329,0.201,0.079,0.254,28,89,19,-23.5,0.0,0,2010
Aramis Ramirez,CHC,32,507,0.294,0.452,0.745,0.322,0.211,0.067,0.17800000000000002,25,83,0,-5.8,0.0,0,2010
Delwyn Young,PIT,28,207,0.286,0.414,0.7,0.307,0.178,0.063,0.251,7,28,1,-4.1,0.0,0,2010
Geoff Blum,HOU,37,218,0.321,0.356,0.678,0.301,0.089,0.069,0.151,2,22,0,-2.3,0.0,0,2010
Omar Vizquel,CHW,43,391,0.341,0.331,0.673,0.306,0.055,0.087,0.115,2,30,11,-3.5,0.0,0,2010
Aaron Rowand,SFG,32,357,0.281,0.378,0.659,0.289,0.148,0.045,0.207,11,34,5,1.9,0.0,0,2010
Scott Hairston,SDP,30,336,0.295,0.346,0.64,0.288,0.136,0.092,0.205,10,36,6,-3.3,0.0,0,2010
Jack Wilson,SEA,32,211,0.282,0.316,0.598,0.267,0.067,0.033,0.166,0,14,1,2.9,0.0,0,2010
Jason Castro,HOU,23,217,0.286,0.287,0.573,0.26,0.082,0.10099999999999999,0.18899999999999997,2,8,0,6.0,0.0,0,2010
Jason Giambi,COL,39,222,0.378,0.398,0.776,0.343,0.153,0.158,0.212,6,35,2,-6.4,-0.1,0,2010
Michael Cuddyer,MIN,31,675,0.336,0.417,0.753,0.33,0.146,0.086,0.138,14,81,7,-25.8,-0.1,0,2010
Troy Glaus,ATL,33,483,0.344,0.4,0.744,0.332,0.16,0.13,0.207,16,71,0,-16.8,-0.1,0,2010
Chris Iannetta,COL,27,223,0.318,0.383,0.701,0.313,0.186,0.135,0.215,9,27,1,-0.7,-0.1,0,2010
George Kottaras,MIL,27,250,0.305,0.396,0.701,0.309,0.193,0.132,0.17600000000000002,9,26,2,-2.9,-0.1,0,2010
Felipe Lopez,- - -,30,441,0.311,0.345,0.656,0.296,0.113,0.1,0.184,8,37,8,-5.9,-0.1,0,2010
Rusty Ryal,ARI,27,222,0.308,0.348,0.656,0.295,0.087,0.036000000000000004,0.302,3,11,0,0.1,-0.1,0,2010
Matt Treanor,TEX,34,272,0.287,0.308,0.595,0.271,0.097,0.081,0.158,5,27,1,3.0,-0.1,0,2010
Chris Getz,KCR,26,248,0.302,0.277,0.579,0.266,0.04,0.077,0.113,0,18,15,-0.7,-0.1,0,2010
Josh Wilson,SEA,29,388,0.278,0.294,0.572,0.26,0.066,0.036000000000000004,0.191,2,25,5,2.1,-0.1,0,2010
Jonny Gomes,CIN,29,571,0.327,0.431,0.758,0.331,0.164,0.068,0.215,18,86,5,-23.5,-0.2,0,2010
Ty Wigginton,BAL,32,649,0.312,0.415,0.727,0.318,0.167,0.077,0.179,22,76,0,-14.0,-0.2,0,2010
Garrett Jones,PIT,29,654,0.306,0.414,0.72,0.315,0.167,0.081,0.188,21,86,7,-14.7,-0.2,0,2010
Willie Harris,WSN,32,262,0.291,0.362,0.653,0.294,0.179,0.126,0.22899999999999998,10,32,5,-3.9,-0.2,0,2010
Carlos Quentin,CHW,27,527,0.342,0.479,0.821,0.358,0.236,0.095,0.157,26,87,2,-32.3,-0.3,0,2010
Mike Fontenot,- - -,30,261,0.331,0.375,0.706,0.315,0.092,0.057,0.157,1,25,1,-6.6,-0.3,0,2010
Eric Patterson,- - -,27,204,0.272,0.406,0.679,0.297,0.193,0.069,0.304,6,16,11,-7.0,-0.3,0,2010
Willy Aybar,TBR,27,309,0.309,0.344,0.654,0.294,0.115,0.09699999999999999,0.19699999999999998,6,43,0,-8.7,-0.3,0,2010
Ryan Church,- - -,31,238,0.265,0.352,0.616,0.273,0.151,0.067,0.273,5,25,1,-0.6,-0.3,0,2010
Ruben Tejada,NYM,20,255,0.305,0.282,0.588,0.268,0.069,0.086,0.149,1,15,2,-1.7,-0.3,0,2010
Everth Cabrera,SDP,23,241,0.279,0.278,0.557,0.251,0.071,0.079,0.22399999999999998,1,22,10,2.3,-0.3,0,2010
Cesar Izturis,BAL,30,513,0.277,0.268,0.545,0.249,0.038,0.049,0.10300000000000001,1,28,11,11.8,-0.3,0,2010
Jeff Mathis,LAA,27,218,0.219,0.278,0.497,0.22,0.083,0.027999999999999997,0.271,3,18,3,5.5,-0.3,0,2010
Justin Smoak,- - -,23,397,0.307,0.371,0.678,0.3,0.152,0.11599999999999999,0.22899999999999998,13,48,1,-5.8,-0.4,0,2010
Cristian Guzman,- - -,32,396,0.311,0.337,0.648,0.288,0.071,0.051,0.159,2,26,4,-3.1,-0.4,0,2010
Jorge Posada,NYY,38,451,0.357,0.454,0.811,0.357,0.206,0.131,0.22,18,57,3,-26.7,-0.5,0,2010
Todd Helton,COL,36,473,0.362,0.367,0.728,0.329,0.111,0.142,0.19,8,37,0,-9.0,-0.5,0,2010
Jorge Cantu,- - -,28,515,0.304,0.392,0.695,0.306,0.136,0.055999999999999994,0.184,11,56,0,-10.1,-0.5,0,2010
Mike Lowell,BOS,36,244,0.307,0.367,0.674,0.299,0.128,0.094,0.139,5,26,0,-3.2,-0.5,0,2010
Ryan Theriot,- - -,30,640,0.321,0.312,0.633,0.286,0.043,0.064,0.11599999999999999,2,29,20,-0.7,-0.5,0,2010
Michael Brantley,CLE,23,325,0.296,0.327,0.623,0.28,0.081,0.068,0.11699999999999999,3,22,10,-8.3,-0.5,0,2010
Gabe Gross,OAK,30,244,0.29,0.311,0.601,0.268,0.072,0.07,0.16,1,25,5,-4.5,-0.5,0,2010
Julio Lugo,BAL,34,264,0.298,0.282,0.581,0.266,0.033,0.057,0.18899999999999997,0,20,5,0.1,-0.5,0,2010
Adam Lind,TOR,26,613,0.287,0.425,0.712,0.309,0.188,0.062,0.235,23,72,0,-17.3,-0.6,0,2010
Alex Gordon,KCR,26,281,0.315,0.355,0.671,0.303,0.14,0.121,0.221,8,20,1,-6.0,-0.6,0,2010
Skip Schumaker,STL,30,529,0.328,0.338,0.667,0.301,0.074,0.081,0.121,5,42,5,-10.8,-0.6,0,2010
Wes Helms,FLA,34,287,0.3,0.346,0.646,0.289,0.126,0.091,0.265,4,39,0,-3.7,-0.6,0,2010
Trevor Crowe,CLE,26,479,0.302,0.333,0.634,0.285,0.081,0.061,0.152,2,36,20,-9.8,-0.6,0,2010
Jason Kubel,MIN,28,582,0.323,0.427,0.75,0.327,0.178,0.096,0.19899999999999998,21,92,0,-20.4,-0.7,0,2010
Matt LaPorta,CLE,25,425,0.306,0.362,0.668,0.3,0.141,0.10800000000000001,0.193,12,41,0,-11.1,-0.7,0,2010
Xavier Nady,CHC,31,347,0.306,0.353,0.66,0.295,0.098,0.049,0.245,6,33,0,-7.9,-0.7,0,2010
Angel Sanchez,- - -,26,272,0.312,0.344,0.656,0.293,0.067,0.04,0.165,0,25,0,-6.0,-0.7,0,2010
Andy LaRoche,PIT,26,271,0.268,0.287,0.555,0.253,0.081,0.07,0.159,4,16,1,0.0,-0.7,0,2010
Jake Fox,- - -,27,211,0.261,0.384,0.645,0.283,0.167,0.038,0.23199999999999998,7,22,0,-5.3,-0.8,0,2010
Tommy Manzella,HOU,27,282,0.267,0.264,0.531,0.24,0.039,0.046,0.252,1,21,0,3.2,-0.8,0,2010
Ryan Spilborghs,COL,30,388,0.36,0.437,0.797,0.354,0.158,0.10099999999999999,0.214,10,39,4,-20.3,-0.9,0,2010
Mark Teahen,CHW,28,262,0.327,0.382,0.709,0.316,0.124,0.095,0.233,4,25,3,-11.2,-0.9,0,2010
Randy Winn,- - -,36,233,0.307,0.356,0.663,0.295,0.117,0.09,0.159,4,25,6,-8.8,-0.9,0,2010
Jeremy Hermida,- - -,26,239,0.268,0.351,0.619,0.275,0.135,0.067,0.243,6,29,1,-5.1,-0.9,0,2010
Jason Kendall,KCR,36,490,0.318,0.297,0.615,0.28,0.041,0.076,0.092,0,37,12,-8.1,-1.0,0,2010
Bengie Molina,- - -,35,416,0.297,0.326,0.623,0.276,0.077,0.057999999999999996,0.08199999999999999,5,36,0,-3.4,-1.1,0,2010
Tony Abreu,ARI,25,201,0.244,0.316,0.56,0.244,0.083,0.02,0.23399999999999999,1,13,2,0.2,-1.1,0,2010
Mark Kotsay,CHW,34,359,0.306,0.376,0.683,0.302,0.138,0.08900000000000001,0.1,8,31,1,-10.6,-1.2,0,2010
Lou Marson,CLE,24,294,0.274,0.286,0.56,0.258,0.092,0.08800000000000001,0.187,3,22,8,-8.1,-1.2,0,2010
Rob Johnson,SEA,27,209,0.293,0.281,0.574,0.263,0.09,0.12,0.22,2,13,1,-9.8,-1.3,0,2010
Luis Valbuena,CLE,24,310,0.273,0.258,0.531,0.246,0.065,0.09,0.19699999999999998,2,24,1,-3.9,-1.3,0,2010
Nate McLouth,ATL,28,288,0.298,0.322,0.62,0.282,0.132,0.115,0.198,6,24,7,-13.9,-1.4,0,2010
Melky Cabrera,ATL,25,509,0.317,0.354,0.671,0.292,0.098,0.083,0.126,4,42,7,-15.7,-1.5,0,2010
Koyie Hill,CHC,31,231,0.254,0.298,0.552,0.241,0.084,0.052000000000000005,0.264,1,17,1,-5.6,-1.6,0,2010
Carlos Lee,HOU,34,649,0.291,0.417,0.708,0.31,0.17,0.057,0.091,24,89,3,-23.2,-1.7,0,2010
Casey Kotchman,SEA,27,457,0.28,0.336,0.616,0.27,0.118,0.077,0.125,9,51,0,-9.3,-1.7,0,2010
Brandon Wood,LAA,25,243,0.174,0.208,0.382,0.173,0.062,0.025,0.292,4,14,1,2.3,-1.7,0,2010
Adam Moore,SEA,26,218,0.23,0.283,0.513,0.227,0.088,0.037000000000000005,0.289,4,15,0,-9.8,-1.8,0,2010
Akinori Iwamura,- - -,31,229,0.285,0.25,0.535,0.254,0.077,0.135,0.179,2,13,3,-11.0,-1.9,0,2010
Ryan Doumit,PIT,29,456,0.331,0.406,0.738,0.326,0.155,0.09,0.191,13,45,1,-30.2,-2.2,0,2010
Gerald Laird,DET,30,299,0.263,0.304,0.567,0.256,0.096,0.06,0.191,5,25,3,-15.0,-2.3,0,2010
Pedro Feliz,- - -,35,429,0.24,0.293,0.533,0.235,0.076,0.03,0.096,5,40,1,-4.4,-2.3,0,2010
